titles,author,number_of_reviews,number_of_ratings,average_rating,number_of_pages,first_published,series,genres,url,cover_url,length,rating_range
CLARITY – The Secret to Success: Designing the Foundation of a Profitable Management System,Sean Shakeri,1,3,10.0,238,2020,False,Business,https://www.goodreads.com/book/show/53898010-clarity-the-secret-to-success,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591611278l/53898010._SX318_.jpg,medium,excellent
The Innovation Mandate: The Growth Secrets of the Best Organizations in the World,Nicholas J. Webb,0,3,10.0,240,2019,False,Business,https://www.goodreads.com/book/show/42869542-the-innovation-mandate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561662243l/42869542.jpg,medium,excellent
The Billionaires Secret: How the World's Wealthiest People Get Rich and Stay Rich with Preferred Securities,Herbert Tabin,0,5,8.8,188,2020,False,Business,https://www.goodreads.com/book/show/51134930-the-billionaires-secret,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585959158l/51134930.jpg,short,very good
Healthcare From The Trenches: An Insider Account of the Complex Barriers of U.S. Healthcare from the Providers and Patients' Perspective,Alejandro Badia,11,31,9.0,240,2020,False,Business,https://www.goodreads.com/book/show/53814042-healthcare-from-the-trenches,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591249066l/53814042._SY475_.jpg,medium,very good
The Self Correcting Organization: Building Reliable Performance and Recovering from Error,Gary Phillips,2,4,8.0,168,2019,False,Business,https://www.goodreads.com/book/show/51774649-the-self-correcting-organization,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591228884l/51774649._SY475_.jpg,short,very good
Product Management's Sacred Seven: The Skills Required to Crush Product Manager Interviews and be a World-Class PM,Parth Detroja,7,65,8.5,725,2020,False,"['Business', 'Business > Management', 'Business > Entrepreneurship']",https://www.goodreads.com/book/show/55025971-product-management-s-sacred-seven,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597841970l/55025971._SY475_.jpg,long,very good
Keep Your Head Up,Sam Glenn,0,4,8.0,240,2020,False,Business,https://www.goodreads.com/book/show/55218965-keep-your-head-up,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599120332l/55218965._SX318_.jpg,medium,very good
The Mediocre Miracle,Ritchie R Thomas,0,2,10.0,146,2020,False,Business,https://www.goodreads.com/book/show/51990301-the-mediocre-miracle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583195641l/51990301.jpg,short,excellent
"Mastering You From The Inside Out: Survive and Thrive, Personally and Professionally",Skip Cummins,0,2,6.0,240,2020,False,Business,https://www.goodreads.com/book/show/53636032-mastering-you-from-the-inside-out,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590792361l/53636032._SY475_.jpg,medium,bad
How to Have a Good Day: Harness the Power of Behavioral Science to Transform Your Working Life,Caroline Webb,296,2440,8.0,370,2016,False,"['Nonfiction', 'Psychology', 'Self Help']",https://www.goodreads.com/book/show/28370086-how-to-have-a-good-day,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491959924l/28370086._SY475_.jpg,medium,very good
Who Am I? Why Am I Here?: How to Discover Your Purpose and Calling in Life,Sunday Adelaja,3,42,9.0,274,2016,False,Business,https://www.goodreads.com/book/show/31545904-who-am-i-why-am-i-here,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472703970l/31545904.jpg,medium,very good
The Digitalization of the 21st Century Supply Chain,Stuart M. Rosenberg,0,0,0.0,252,2020,False,Business,https://www.goodreads.com/book/show/53479411-the-digitalization-of-the-21st-century-supply-chain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609236130l/53479411.jpg,medium,very bad
Solid Ground: A Foundation for Winning in Work and in Life,T.W. Lewis,8,23,9.2,368,2020,False,['Nonfiction'],https://www.goodreads.com/book/show/53574782-solid-ground,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590682854l/53574782._SX318_.jpg,medium,very good
An Optimized Workforce: The Complete Essential Guide on Ensuring Employee Productivity.,Curtis Evans,0,1,10.0,142,2021,False,Business,https://www.goodreads.com/book/show/58490914-an-optimized-workforce,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625496580l/58490914._SY475_.jpg,short,excellent
The Business Of Beats: A Common Sense Guide For Selling Beats,Robert Anderson,0,3,10.0,240,2020,False,Business,https://www.goodreads.com/book/show/54257803-the-business-of-beats,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593049314l/54257803._SX318_.jpg,medium,excellent
"Deep Tech and the Amplified Organisation: How to elevate, scale and amplify your business through the New 4Ps of platforms, purpose, people and planet",Simon Robinson,0,1,10.0,251,2021,False,Business,https://www.goodreads.com/book/show/58987673-deep-tech-and-the-amplified-organisation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633001549l/58987673._SY475_.jpg,medium,excellent
Endless Referrals: Network Your Everyday Contacts into Sales,Bob Burg,41,796,8.0,286,1993,False,"['Business', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/597151.Endless_Referrals,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347668081l/597151.jpg,medium,very good
The Individualized Corporation: A Fundamentally New Approach to Management,Sumantra Ghoshal,0,25,8.1,240,1997,False,"['Business', 'Leadership', 'Business > Management']",https://www.goodreads.com/book/show/486294.The_Individualized_Corporation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175158133l/486294.jpg,medium,very good
"Words That Work: It's Not What You Say, It's What People Hear",Frank Luntz,236,1951,7.3,350,2006,False,"['Nonfiction', 'Business', 'Language > Communication']",https://www.goodreads.com/book/show/95884.Words_That_Work,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442797498l/95884._SY475_.jpg,medium,good
Strategies for Exploiting Intellectual Property (Cognito Guides),Kathleen Keene,1,2,10.0,240,2012,False,Business,https://www.goodreads.com/book/show/16720933-strategies-for-exploiting-intellectual-property,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355523931l/16720933.jpg,medium,excellent
"HBR's 10 Must Reads on Managing People (with featured article “Leadership That Gets Results,” by Daniel Goleman)",Harvard Business School Press,84,1144,8.0,240,2010,False,"['Business', 'Leadership', 'Business > Management']",https://www.goodreads.com/book/show/8376716-hbr-s-10-must-reads-on-managing-people,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344703945l/8376716.jpg,medium,very good
"It Happened In India: The Story of Pantaloons, Big Bazaar, Central and the Great Indian Consumer",Kishore Biyani,134,3325,7.3,268,2007,False,"['Business', 'Nonfiction', 'Biography']",https://www.goodreads.com/book/show/1835702.It_Happened_In_India,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276152673l/1835702.jpg,medium,good
Theory U: Leading from the Future as it Emerges,C. Otto Scharmer,65,1302,8.2,560,2007,False,"['Leadership', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/1062310.Theory_U,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387703894l/1062310.jpg,long,very good
The Truth About Stress,Ade Asefeso,0,4,8.0,96,2011,False,Business,https://www.goodreads.com/book/show/18759929-the-truth-about-stress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383889279l/18759929.jpg,short,very good
NLP: The New Technology of Achievement,Steve Andreas,37,1451,7.7,354,1994,False,"['Psychology', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/760002.NLP,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348472274l/760002.jpg,medium,good
The Instant Millionaire: A Tale of Wisdom and Wealth,Mark Fisher,325,2933,7.4,144,1993,True,"['Psychology', 'Self Help', 'Economics > Finance']",https://www.goodreads.com/book/show/19439132-the-instant-millionaire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925686l/19439132.jpg,short,good
Drucker On Management,Peter F. Drucker,0,22,7.8,165,1971,False,['Business'],https://www.goodreads.com/book/show/4220062-drucker-on-management,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491036320l/4220062._SX318_.jpg,short,good
Mentor Me: GA=T+E—A Formula to Fulfill Your Greatest Achievement,Ken Poirot,18,79,8.2,160,2014,False,"['Self Help', 'Business', 'Self Help > Personal Development']",https://www.goodreads.com/book/show/22085786-mentor-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400070507l/22085786.jpg,short,very good
Small Business Survival 101: Principles for Fail Proofing Your Business,Tom Pease,0,3,6.7,250,2013,False,['Business'],https://www.goodreads.com/book/show/18143466-small-business-survival-101,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373660626l/18143466.jpg,medium,good
Working in Sync: How Eleven Dartmouth Athletes Propelled Their College Sports Experience into Professional Excellence,Whit Mitchell,3,11,8.0,192,2013,False,['Business'],https://www.goodreads.com/book/show/18217836-working-in-sync,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374342446l/18217836.jpg,short,very good
"Teaming: How Organizations Learn, Innovate, and Compete in the Knowledge Economy",Amy C. Edmondson,34,353,7.9,352,2005,False,"['Leadership', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/7023600-teaming,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347445698l/7023600.jpg,medium,good
"Hard Facts, Dangerous Half-Truths, and Total Nonsense: Profiting from Evidence-based Management",Jeffrey Pfeffer,36,585,7.8,288,2006,False,"['Business', 'Business > Management', 'Leadership']",https://www.goodreads.com/book/show/188362.Hard_Facts_Dangerous_Half_Truths_and_Total_Nonsense,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348895708l/188362.jpg,medium,good
Flash Boys: A Wall Street Revolt,Michael Lewis,4313,75297,8.2,288,2014,False,"['Nonfiction', 'Business', 'Economics > Finance']",https://www.goodreads.com/book/show/20604826-flash-boys,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404963230l/20604826.jpg,medium,very good
أسرار التسويق الإستراتيجى,إبراهيم الفقي,4,112,7.0,160,2009,False,Business,https://www.goodreads.com/book/show/17335194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360078654l/17335194.jpg,short,good
"Management: Tasks, Responsibilities, Practices",Peter F. Drucker,70,1241,8.6,839,1973,False,"['Business', 'Business > Management', 'Nonfiction']",https://www.goodreads.com/book/show/1788961.Management,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266895694l/1788961.jpg,very long,very good
6 Months to 6 Figures,Peter Voogd,118,1329,8.0,178,2014,False,"['Business', 'Self Help', 'Nonfiction']",https://www.goodreads.com/book/show/23702503-6-months-to-6-figures,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423415954l/23702503.jpg,short,very good
Giving Business,Masami Sato,1,3,8.0,187,2016,False,['Business'],https://www.goodreads.com/book/show/31225097-giving-business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469516232l/31225097._SY475_.jpg,short,very good
The 8th Habit: From Effectiveness to Greatness,Stephen R. Covey,499,21909,8.0,432,2004,False,"['Self Help', 'Business', 'Leadership']",https://www.goodreads.com/book/show/1044141.The_8th_Habit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435624014l/1044141._SY475_.jpg,long,very good
Killing the Market: Legendary Investor Robert W Wilson,Roemer McPhee,18,49,7.6,104,2016,False,"['Economics > Finance', 'Business']",https://www.goodreads.com/book/show/30226926-killing-the-market,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463950368l/30226926.jpg,short,good
Het nieuwe werk van de leider: Lerende organisaties bouwen,Peter M. Senge,1,9,8.0,64,1990,False,Business,https://www.goodreads.com/book/show/27798356-het-nieuwe-werk-van-de-leider,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447230555l/27798356._SY475_.jpg,short,very good
"No Ego: How Leaders Can Cut the Cost of Workplace Drama, End Entitlement, and Drive Big Results",Cy Wakeman,102,933,7.8,224,2017,False,"['Business', 'Leadership', 'Nonfiction']",https://www.goodreads.com/book/show/33574218-no-ego,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499719297l/33574218.jpg,medium,good
"The Right-Brain Business Plan: A Creative, Visual Map for Success",Jennifer Lee,52,656,8.0,223,2011,False,"['Business', 'Nonfiction', 'Art']",https://www.goodreads.com/book/show/10373612-the-right-brain-business-plan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328746208l/10373612.jpg,medium,very good
Lamar Hunt: A Life in Sports,Michael MacCambridge,9,60,7.9,416,2012,False,"['Football', 'Sports > Sports', 'Biography']",https://www.goodreads.com/book/show/13547789-lamar-hunt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344662490l/13547789.jpg,long,good
Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,Eric Barker,1196,13881,8.1,224,2017,False,"['Nonfiction', 'Self Help', 'Psychology']",https://www.goodreads.com/book/show/31706504-barking-up-the-wrong-tree,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489173753l/31706504._SY475_.jpg,medium,very good
The Duck and the Butterfly: Coaching Questions for Leaders at Work,Natalie Michael,5,13,8.5,149,2018,False,Business,https://www.goodreads.com/book/show/38800107-the-duck-and-the-butterfly,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519704868l/38800107._SY475_.jpg,short,very good
Attaining Personal Freedom: Intimate Journeys of Courage,Tanja Diamond,0,3,9.3,219,2018,False,Business,https://www.goodreads.com/book/show/40195166-attaining-personal-freedom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527028406l/40195166._SY475_.jpg,medium,very good
Corporate Crap: Lessons Learned from 40 Years in Corporate America,Howard Harrison,21,34,7.5,120,2018,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/42365309-corporate-crap,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539929790l/42365309.jpg,short,good
Rich Dad's Guide to Investing: What the Rich Invest in That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,452,15254,8.0,384,2000,True,"['Business', 'Economics > Finance', 'Nonfiction']",https://www.goodreads.com/book/show/142108.Rich_Dad_s_Guide_to_Investing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183306l/142108.jpg,medium,very good
Be Your Own Money Guru: Securing Your Financial Future,Margaret Curlew,2,30,9.8,91,2019,False,"['Business', 'Currency > Money', 'Economics > Finance']",https://www.goodreads.com/book/show/44806370-be-your-own-money-guru,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554655211l/44806370._SY475_.jpg,short,very good
